date;symbol;action;slope;targetWeight;actualUsd;targetUsd;diffUsd;price;tradeUsd;units;portfolioValue
2021-08-27;GLDM;buy;11,945048;5,4092;856,01;883,79;27,78;36,15999985;27,78;0,76826867;16338,77
2021-08-28;BTCUSDT;sell;57,215332;25,8546;4210,72;4174,17;-36,55;48895,35000000;36,55;0,00074750;16144,75
2021-08-28;GLDM;sell;11,945048;5,3978;883,79;871,46;-12,34;36,15999985;12,34;0,34118784;16144,75
2021-08-28;BNBUSDT;buy;144,496632;65,2956;10485,03;10541,81;56,78;486,20000000;48,89;0,10054880;16144,75
2021-08-29;BTCUSDT;sell;57,315921;25,8463;4163,28;4133,61;-29,67;48767,83000000;29,67;0,00060840;15993,04
2021-08-29;VOO;sell;7,639157;3,4448;565,21;550,93;-14,27;415,04998779;14,27;0,03439002;15993,04
2021-08-29;BNBUSDT;buy;144,856505;65,3223;10393,09;10447,02;53,93;479,70000000;43,94;0,09160699;15993,04
2021-08-30;VOO;sell;7,639157;3,4393;550,93;530,51;-20,42;415,04998779;20,42;0,04920237;15424,95
2021-08-30;GLDM;sell;11,860221;5,3397;876,76;823,65;-53,11;36,38000107;53,11;1,45978072;15424,95
2021-08-30;BNBUSDT;buy;145,203279;65,3737;10014,94;10083,86;68,92;460,30000000;68,92;0,14972628;15424,95
2021-08-31;BNBUSDT;sell;145,550524;65,4001;10162,73;10146,05;-16,67;463,90000000;16,67;0,03594246;15513,82
2021-08-31;BTCUSDT;buy;57,504081;25,8383;3992,32;4008,50;16,18;47100,89000000;16,18;0,00034356;15513,82
2021-09-01;BNBUSDT;sell;145,910865;65,4173;10703,77;10591,47;-112,30;489,40000000;112,30;0,22946179;16190,64
2021-09-01;BTCUSDT;buy;57,603213;25,8257;4154,00;4181,34;27,34;48810,52000000;27,34;0,00056012;16190,64
2021-09-01;VOO;buy;7,672162;3,4397;504,12;556,91;52,79;394,39999390;52,79;0,13385802;16190,64
2021-09-01;GLDM;buy;11,860221;5,3174;823,65;860,92;37,27;36,38000107;37,27;1,02436125;16190,64
2021-09-02;BTCUSDT;sell;57,703214;25,8178;4218,70;4157,86;-60,84;49246,64000000;60,84;0,00123539;16104,64
2021-09-02;BNBUSDT;buy;146,266270;65,4430;10468,11;10539,35;71,24;483,70000000;60,84;0,12577747;16104,64
2021-09-03;BTCUSDT;sell;57,805069;25,8104;4221,39;4200,04;-21,35;49999,14000000;21,35;0,00042703;16272,66
2021-09-03;BNBUSDT;buy;146,622707;65,4682;10633,43;10653,42;19,98;488,50000000;19,98;0,04090536;16272,66
2021-09-04;BNBUSDT;sell;146,982599;65,4941;10854,05;10784,44;-69,61;497,70000000;69,61;0,13986571;16466,28
2021-09-04;BTCUSDT;buy;57,906117;25,8024;4193,03;4248,70;55,67;49915,64000000;55,67;0,00111536;16466,28
2021-09-05;BTCUSDT;sell;58,012334;25,7959;4405,42;4327,75;-77,68;51756,88000000;77,68;0,00150083;16776,85
2021-09-05;BNBUSDT;buy;147,344701;65,5187;10938,29;10991,98;53,69;504,80000000;53,69;0,10635678;16776,85
2021-09-05;VOO;buy;7,672162;3,4115;556,91;572,35;15,43;394,39999390;15,43;0,03913513;16776,85
2021-09-05;GLDM;buy;11,860221;5,2738;860,92;884,78;23,86;36,38000107;23,86;0,65586732;16776,85
2021-09-06;BTCUSDT;sell;58,120732;25,8029;4403,59;4294,32;-109,26;52663,90000000;109,26;0,00207472;16642,82
2021-09-06;BNBUSDT;buy;147,700296;65,5720;10802,54;10913,02;110,49;496,10000000;109,26;0,22024374;16642,82
2021-09-07;BTCUSDT;sell;58,210197;25,7972;3821,37;3732,19;-89,18;46863,73000000;89,18;0,00190290;14467,44
2021-09-07;VOO;sell;7,672162;3,4001;572,35;491,91;-80,44;394,39999390;80,44;0,20395623;14467,44
2021-09-07;GLDM;sell;11,755938;5,2099;864,35;753,74;-110,61;35,54000092;110,61;3,11220773;14467,44
2021-09-07;BNBUSDT;buy;148,007351;65,5928;9209,37;9489,60;280,23;418,70000000;280,23;0,66927471;14467,44
2021-09-08;BNBUSDT;sell;148,310336;65,6139;9405,74;9395,02;-10,72;415,00000000;10,72;0,02583114;14318,64
